Grid,o1_15,o2_15,o3_15,o4_15,o5_15,o6_15,o7_15,o8_15,o1_21,o2_21,o3_21,o4_21,o5_21,o6_21,o7_21,o8_21,elevation,treecover,strmden,housden,prey_count
856,0,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2142.238525,0.998431206,3.769258499,0.319999993,15
854,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1859.185181,0.953099787,3.67685318,3.75999999,49
923,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3137.361084,0.960072041,3.62862587,0.159999996,0
926,0,0,0,0,0,0,0,0,1,0,1,1,0,0,NA,NA,2817.403076,0.988404512,3.575431108,0.159999996,18
922,1,1,0,0,3,1,0,0,1,0,0,0,0,NA,NA,NA,1958.892212,0.983712316,3.930562973,0.680000007,39
990,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,3273.250244,0.749078929,3.813939333,0.75999999,39
992,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,4104.810059,0.495768875,3.256523848,0.079999998,0
1058,0,2,0,3,0,0,0,1,0,0,0,0,0,NA,NA,NA,2564.908936,0.881170332,3.880405188,1,0
1057,0,1,2,0,3,0,0,0,0,0,0,1,0,NA,NA,NA,3231.805176,0.878726542,3.880405188,1.200000048,0
1056,2,0,2,0,2,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2900.646729,0.856190979,4.294103622,2.480000019,1
1124,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2654.446289,0.907679975,4.101080894,23.76000023,2
1190,1,1,1,1,3,0,0,NA,0,0,0,0,0,NA,NA,NA,2221.445068,0.874910712,4.162214279,40.63999939,1
1189,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2909.321045,0.920704603,4.26045084,6.880000114,6
1257,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3120.117188,0.934706569,4.26045084,2.440000057,13
1258,1,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,2548.123291,0.937877417,3.306821346,8.199999809,4
1260,0,0,0,0,NA,NA,NA,NA,0,0,1,2,NA,NA,NA,NA,2856.438232,0.873511434,3.983126879,21.87999916,4
1259,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,3081.169434,0.969877779,3.860835075,0.319999993,3
1324,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,3141.84082,0.747628868,3.49152422,20.31999969,12
1325,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2885.967773,0.945861638,3.338009834,0.400000006,0
1327,1,0,0,1,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2649.302002,0.915874362,3.62825036,8.760000229,48
1328,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3081.169434,0.969877779,3.481914282,0.319999993,8
1396,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,3206.761475,0.935437083,3.395269394,0.479999989,11
1394,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2649.302002,0.915874362,3.630025148,8.760000229,34
1409,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1781.040161,0.545512915,4.934323311,27.79999924,7
1462,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,2810.739014,0.983145595,3.544938087,0.200000003,1
1340,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,2472.453369,0.828663945,4.403003216,8.43999958,5
1342,0,0,2,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2213.308838,0.944829643,4.358608246,4.639999866,9
591,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1573.683472,0.947521269,3.781405687,23.68000031,77
592,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224.987427,0.932430565,3.529079199,24.71999931,8
593,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,2,0,926.4683228,0.955591798,4.222532749,5.559999943,18
658,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2094.102295,0.991274536,3.619843006,0.600000024,5
660,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,1929.677612,0.968683362,4.02023077,5.239999771,14
661,0,0,0,0,0,0,NA,NA,0,0,2,0,0,0,0,0,1329.020752,0.955434144,4.33719492,1.200000048,18
728,0,0,0,0,0,2,NA,NA,0,0,0,2,0,0,NA,NA,2015.8573,0.996023774,4.042596817,0.079999998,11
729,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1501.690308,0.977247536,3.766018629,2.039999962,18
731,0,2,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1832.637207,0.938412368,3.779079437,5.800000191,22
795,0,0,0,0,NA,NA,NA,NA,2,0,0,0,0,0,0,0,2373.882324,0.974908412,3.917026281,2.440000057,3
796,0,0,0,0,2,0,NA,NA,0,0,0,0,NA,NA,NA,NA,1586.451904,0.993963182,3.83004427,1.080000043,33
797,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1062.20874,0.906888843,3.837952137,6.840000153,15
861,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2444.315186,0.957246721,4.553841114,2.24000001,178
864,0,0,0,0,0,0,NA,NA,2,2,0,0,0,NA,NA,NA,1401.680542,0.963081658,3.83321023,8.399999619,22
865,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,NA,NA,960.7669067,0.812065482,3.949719429,27.36000061,2
1071,0,0,0,0,0,0,0,NA,0,2,2,2,2,2,2,NA,2393.511719,0.99029845,3.927208185,0.159999996,2
1073,0,0,2,0,0,0,NA,NA,0,0,0,0,2,0,0,0,2575.265381,0.978159428,4.092945099,2.640000105,0
1273,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663.694946,0.654882491,4.353147507,14.76000023,0
1206,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3247.901367,0.983325899,3.914077759,0.400000006,0
1478,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2138.035645,0.866845429,3.825730562,12.39999962,5
1613,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2647.741211,0.872212946,3.726864338,7.320000172,0
1614,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2769.233643,0.927518368,3.38168788,3.75999999,2
1750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4322.014648,NA,3.846946955,0.159999996,NA
1407,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2607.730225,0.881622732,4.403003216,10.31999969,7
1476,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2511.234375,0.967832863,3.823034525,3.160000086,14
1477,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851.176392,0.826618731,3.899923563,18.07999992,15
1475,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,2511.234375,0.967832863,3.645282269,3.160000086,14
1611,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112.610596,0.974009573,3.510767937,2.680000067,3
1129,0,0,0,0,0,0,NA,NA,0,0,1,1,0,0,0,0,3409.022217,0.913383067,4.030962944,0.75999999,2
1062,2,0,0,0,0,0,0,NA,1,0,0,NA,NA,NA,NA,NA,2894.870361,0.952626109,4.761314869,0.239999995,1
1063,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2894.870361,0.952626109,3.941759825,0.239999995,1
1053,0,0,2,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,4052.364746,0.461874008,3.207130194,0.239999995,NA
995,2,0,0,1,0,0,0,NA,0,0,1,0,NA,NA,NA,NA,3041.074951,0.920303166,3.941759825,0.239999995,3
928,2,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2580.503174,0.970854104,4.85861969,0.200000003,1
997,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,3492.949463,0.978097081,3.696074009,0.680000007,0
1066,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,3402.541992,0.893092811,3.772783518,8.119999886,0
930,0,0,0,0,2,0,0,NA,0,0,0,NA,NA,NA,NA,NA,2712.288818,0.965159476,3.732450724,0.280000001,0
1000,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,1990.664307,0.994163871,3.691176414,1,0
1001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1419.573364,0.930297554,4.328253269,10.23999977,0
1068,0,2,0,0,0,2,0,NA,0,0,2,0,2,NA,NA,NA,1694.346924,0.919223428,3.969312906,9.079999924,0
1203,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2247.874268,0.884171903,4.213993073,7.880000114,0
1204,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725.180542,0.862108946,4.213993073,9.680000305,0
1270,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2692.021484,0.964676082,3.429389238,0.239999995,0
1271,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2162.038574,0.885472059,4.448803902,7.440000057,0
1339,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2162.038574,0.885472059,3.61783123,7.440000057,0
1141,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,2575.265381,0.978159428,4.092945099,2.640000105,0
1208,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,2677.501221,0.986884475,3.857718468,1.919999957,10
1277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3251.694092,0.990651906,4.070568562,0.079999998,0
1276,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2815.138916,0.939448774,4.247751713,2.160000086,0
1207,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2677.501221,0.986884475,4.247751713,1.919999957,10
1275,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3247.901367,0.983325899,3.914077759,0.400000006,0
1411,2,0,0,0,0,2,2,0,0,0,0,0,0,NA,NA,NA,2923.583252,0.969647169,3.329648733,0.079999998,28
1479,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2610.385742,0.994721234,3.77879405,0,0
1547,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2331.457275,0.984836519,3.961483955,2.960000038,9
1548,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,3255.663818,0.976448894,4.02869463,0,10
1751,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3568.547363,0.784557998,4.336294174,1.960000038,0
1819,0,0,0,0,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,4030.860596,NA,4.847169399,1,NA
1887,0,0,0,NA,NA,NA,NA,NA,0,0,0,2,0,NA,NA,NA,4105.310059,0.506481051,4.97191143,0.119999997,0
1888,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4106.865723,NA,4.823996544,2.559999943,NA
1413,2,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3115.502441,0.988259196,3.76063633,0,11
1481,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2891.476563,0.985975504,3.799244881,0,0
1549,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2754.452148,0.943802536,3.878051996,9.119999886,1
1550,0,0,0,2,0,2,0,2,0,0,0,0,0,NA,NA,NA,2514.127441,0.893261731,3.845379353,12.88000011,5
1551,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2987.642822,0.95485872,3.899479389,3.440000057,1
1552,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,NA,2743.807617,0.977542162,4.025905609,4.559999943,2
1620,0,0,0,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3697.789551,0.535276592,4.427498341,0.239999995,2
1618,2,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,2803.730957,0.93978864,4.305189133,19.84000015,0
1617,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2917.606689,0.933078587,3.811488152,10.96000004,0
1685,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3241.879639,0.876270711,3.811488152,0.720000029,1
737,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2214.198486,0.831441581,3.282248974,65.19999695,50
738,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,2147.753174,0.799570441,3.222733021,24.95999908,28
942,0,2,2,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,2438.215576,0.893164039,4.574234962,7.920000076,3
944,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3267.01123,0.888869107,4.105809212,1.600000024,0
1012,0,0,0,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,NA,2776.049561,0.687203228,4.105809212,10.96000004,11
1078,2,0,0,2,2,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,2488.703857,0.945803106,3.646067858,26,48
1147,2,2,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2503.70874,0.949416578,3.744430542,19.68000031,26
1080,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2512.569092,0.930048645,4.239059448,25.71999931,2
1146,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2503.70874,0.949416578,3.381379366,19.68000031,26
1148,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2512.569092,0.930048645,3.473095417,25.71999931,2
1278,0,0,0,0,0,0,NA,NA,0,2,0,0,0,NA,NA,NA,2727.797363,0.984915316,3.514787912,0.560000002,4
1281,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,3078.213867,NA,2.342595816,0,NA
1279,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2586.724854,0.988874674,3.430726528,2.160000086,10
1280,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,2358.868164,0.841048777,2.342595816,43.52000046,5
1345,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,2725.594727,0.987890601,3.794759512,1.75999999,6
1348,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,2586.724854,0.988874674,3.719033718,2.160000086,10
1414,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,2747.910645,0.951194644,3.794759512,2.559999943,3
1416,2,0,2,0,0,0,NA,NA,0,0,0,2,0,0,0,0,2890.400391,0.943403184,3.212441206,3.440000057,4
1483,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,2,NA,2987.642822,0.95485872,3.899479389,3.440000057,1
1484,0,2,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3123.260986,0.862140357,3.212441206,0.079999998,0
813,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2444.672363,0.92997402,3.508239031,3.599999905,0
809,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3918.889893,0.512640834,3.73754406,0.800000012,6
810,0,0,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,3467.97583,0.703295469,3.807174444,0.319999993,2
881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,3040.349121,0.94148767,3.852002382,0.479999989,0
814,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3177.855225,NA,3.629883766,0.879999995,NA
946,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3501.826416,0.758060575,3.801646709,73.91999817,0
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3708.898438,0.566830456,3.94974637,1.600000024,0
947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3770.336426,0.562306464,3.761753082,0.560000002,0
948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3857.73291,0.646069169,3.61805582,0.639999986,0
949,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4155.48877,0.25838846,3.57293725,2.079999924,NA
1015,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,3440.291504,0.798094749,3.641255617,1.919999957,0
1084,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,3620.919189,0.788590908,3.870479584,2.960000038,0
1085,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,4043.211426,0.470281214,3.601562023,1.679999948,0
1082,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,2566.454102,0.825064123,3.669824839,35.84000015,1
1150,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2566.454102,0.825064123,3.758684635,35.84000015,1
1151,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,3795.942627,NA,3.661360979,1.440000057,NA
1152,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,3348.429443,0.812220991,2.866261721,72.44000244,0
1153,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3917.900879,0.662327349,3.141876221,2.559999943,NA
338,2,2,0,0,0,0,NA,NA,0,2,0,0,2,0,NA,NA,382.4610596,0.89195627,3.575123549,3.039999962,4
406,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,844.4146118,0.977268875,3.744073391,0.800000012,28
474,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1085.320801,0.987561703,3.744073391,0.360000014,9
405,0,0,0,0,0,2,0,0,0,2,0,0,0,0,NA,NA,877.3890991,0.995020151,3.736222744,0.600000024,16
473,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1561.014404,0.998185635,3.856747627,0,14
609,0,0,0,0,0,0,0,0,0,2,0,3,2,0,NA,NA,1310.378784,0.946755826,3.670606375,14.27999973,6
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2096.991943,0.950653911,3.830754042,1.919999957,3
745,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1990.219238,0.891757131,3.508239031,19.44000053,38
812,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,2628.696045,0.930576801,3.883479118,0.800000012,5
676,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1973.812622,0.886105895,3.662429094,2.880000114,10
540,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2008.343994,0.999384105,3.703279734,0,2
402,0,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,610.5854492,0.863514602,3.521947145,0.600000024,4
471,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,1632.712646,0.98539871,3.514337063,0.200000003,2
539,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1632.712646,0.98539871,3.514337063,0.200000003,2
607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2471.957031,0.967474759,3.843646765,0.439999998,0
675,0,2,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,2210.219727,0.929235578,3.79386282,2.720000029,0
742,0,0,0,0,0,0,0,0,2,0,2,0,0,0,NA,NA,1862.037476,0.879075587,3.79386282,13.56000042,4
674,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,2577.948975,0.920128524,3.542753458,0.239999995,7
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2616.340332,0.983918667,3.791884184,0.079999998,0
333,0,0,1,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,489.0946655,0.966299951,2.698274374,2.559999943,46
401,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,845.5134888,0.965513766,3.579694986,0.159999996,192
469,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,1487.447021,0.989486039,3.649993658,0.039999999,94
536,0,0,0,0,0,NA,NA,NA,0,0,0,0,2,2,2,NA,1877.638184,0.991905093,3.563175917,0,17
468,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485.226685,0.962406397,3.552742481,2.640000105,19
264,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,419.9577332,0.832231283,3.849827766,64.19999695,25
263,2,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,318.3153381,0.871986747,2.44271493,12.35999966,21
535,0,0,2,0,NA,NA,NA,NA,0,0,0,2,0,0,0,NA,1678.981689,0.967123508,3.835963726,5.28000021,33
602,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2636.053711,0.943368316,3.835963726,0.039999999,13
534,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1995.450439,0.965373456,3.444806099,1.440000057,3
398,0,0,2,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,721.4208984,0.902767539,4.139267445,46,13
262,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,NA,1035.620483,0.987110376,3.839625835,8.920000076,116
261,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.8578186,0.981650174,3.83396697,0.360000014,1
329,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,1100.611694,0.991289794,3.83396697,8.880000114,32
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1693.286987,0.986111641,3.726469278,7.920000076,48
397,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,1226.74353,0.870445311,3.788321495,45.75999832,7
532,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,1553.233154,0.91455549,3.724628448,45.52000046,29
328,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,1484.84314,0.981755674,3.757318735,8.079999924,81
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,449.3267822,0.974546432,3.680860996,23,8
327,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,881.4038696,0.976653337,3.84689188,70.40000153,46
464,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,1528.279297,0.967094064,3.724628448,11.31999969,7
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1874.022095,0.986272216,3.741909981,1.960000038,1
666,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1102.88147,0.896107197,3.382651806,20.95999908,0
598,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,1678.345337,0.945074558,3.755809069,40.11999893,14
530,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1609.255127,0.952993512,3.449775696,54.20000076,29
462,0,0,0,NA,NA,NA,NA,NA,2,2,0,2,0,NA,NA,NA,1748.536865,0.996219158,3.449775696,0.839999974,10
258,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785.6987305,0.995179534,3.799097061,1.200000048,NA
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,478.5072632,NA,3.709970236,0.479999989,NA
529,0,0,0,NA,NA,NA,NA,NA,2,0,0,0,0,NA,NA,NA,1108.23645,0.900476217,4.009836674,97.40000153,NA
596,2,0,2,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1135.58667,0.926568866,3.810704947,19.95999908,NA
527,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,1508.71167,0.947061658,3.577444315,48,NA
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1296.067017,0.979238808,3.658253193,10.47999954,12
188,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,888.2146606,0.992226124,3.545764208,18.44000053,6
187,0,3,2,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,1030.535645,0.99406451,3.372394323,10.72000027,27
322,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,1083.147949,0.993386686,3.191272259,7.199999809,7
391,0,0,0,0,0,0,NA,NA,1,2,0,0,0,0,NA,NA,1267.733643,0.999300539,3.036015272,0,1
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,885.7612305,0.927597702,3.459350109,71.68000031,7
321,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,673.0477295,0.935723543,3.660513878,40.27999878,15
186,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,605.663208,0.947646022,3.388536453,70.83999634,11
253,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,549.2660522,0.981183052,4.003885269,4.960000038,2
1264,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,3005.778564,0.878013134,4.59295702,51.72000122,3
1265,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,2738.645264,0.772987604,4.272912979,50.52000046,7
1130,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,2946.363281,0.85277164,4.028705597,1.840000033,1
1197,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,2934.636963,0.85815376,4.272912979,8.159999847,0
1059,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,4104.810059,0.495768875,3.599724293,0.079999998,0
